Drug_ID,Drug,Y,mol,mol_wt,logp,hba,hbd,tpsa,num_rot_bonds,num_het_atoms,num_heavy_atoms,num_rings,fsp3,mol_no_salt
Drug 1825,CCc1c(O)ccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459A150>,303.358,3.0886000000000013,3,3,82.55,4,5,22,3,0.47058823529411764,<rdkit.Chem.rdchem.Mol object at 0x000001775E22F990>
Drug 1826,CC(=O)[C@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459A1B0>,314.46900000000005,4.723500000000005,2,0,34.14,1,2,23,4,0.8095238095238095,<rdkit.Chem.rdchem.Mol object at 0x000001775E22F9F0>
Drug 1828,Cc1cc(N=Nc2ccc(S(=O)(=O)O)cc2)c(N)cc1N,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459A270>,306.3470000000001,2.8215199999999996,6,3,131.13,3,8,21,2,0.07692307692307693,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FA50>
Drug 1830,Nc1cc2c3c(cccc3c1)-c1ccccc1-2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459A330>,217.271,4.069400000000002,1,1,26.02,0,1,17,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FAB0>
Drug 1832,O=C/C(Br)=C(\Br)C(=O)O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459A3F0>,257.86499999999995,1.2712999999999999,2,1,54.370000000000005,2,5,9,0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FB10>
Drug 1834,CC(C)(C)OC(=O)O/N=C(\C#N)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459A4B0>,246.266,2.8659800000000013,5,0,71.68,2,5,18,1,0.3076923076923077,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FB70>
Drug 1836,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459A570>,261.11899999999997,1.5785200000000001,3,1,54.86,2,5,14,1,0.5555555555555556,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FBD0>
Drug 1838,N=C(N)NN=C(/C=C\c1ccc([N+](=O)[O-])o1)/C=C\c1ccc([N+](=O)[O-])o1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459A630>,360.2860000000001,2.25467,8,3,186.82,7,12,26,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FC30>
Drug 1839,O=S1OC[C@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459A690>,406.9290000000001,3.689800000000001,3,0,35.53,0,10,19,3,0.7777777777777778,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FC90>
Drug 1845,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459A8D0>,231.89299999999997,4.005799999999999,1,1,20.23,0,5,11,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FCF0>
Drug 1848,C=C(C)C(=O)OCCCCCCCCCC,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459A9F0>,226.3599999999999,4.246400000000004,2,0,26.3,10,2,16,0,0.7857142857142857,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FD50>
Drug 1850,Cc1ccc2cc3ccccc3c(C)c2c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459AAB0>,206.28799999999998,4.609840000000003,0,0,0.0,0,0,16,3,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FDB0>
Drug 1851,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459AB10>,251.24599999999998,-0.9508000000000003,8,3,119.31000000000002,2,8,18,3,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FE10>
Drug 1853,Clc1cccc2cc3ccccc3cc12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459ABD0>,212.679,4.6464000000000025,0,0,0.0,0,1,15,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FE70>
Drug 1855,CC(=O)Nc1ccc2ccc3c(O)ccc4ccc1c2c43,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459AC90>,275.307,4.248000000000001,2,2,49.33,1,3,21,4,0.05555555555555555,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FED0>
Drug 1856,Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459ACF0>,329.3550000000001,4.219620000000003,4,2,66.4,2,4,25,4,0.047619047619047616,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FF30>
Drug 1857,CC(=O)N(O)c1ccc(Cl)c(Cl)c1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459AD50>,220.05499999999998,2.735500000000001,2,1,40.540000000000006,1,5,13,1,0.125,<rdkit.Chem.rdchem.Mol object at 0x000001775E22FF90>
Drug 1858,OCc1ccc2nc3c(ccc4ccccc43)c(CO)c2c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459ADB0>,289.334,3.525800000000002,3,2,53.35000000000001,2,3,22,4,0.10526315789473684,<rdkit.Chem.rdchem.Mol object at 0x000001775E230030>
Drug 1859,O=C(NCc1ccccc1)C(Cl)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459AE10>,259.736,3.2829000000000015,1,1,29.1,4,3,18,2,0.13333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E230090>
Drug 1862,O=Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459AF30>,256.214,-2.010199999999999,7,3,121.62,3,8,18,2,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E2300F0>
Drug 1865,OC1c2ccc3c4c(ccc3c2C2OC2C1O)CCC4,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754584090>,268.312,2.1762999999999995,3,2,52.989999999999995,0,3,20,5,0.4117647058823529,<rdkit.Chem.rdchem.Mol object at 0x000001775E230150>
Drug 1867,COC(=O)C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)C(C)N1N=O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754584150>,318.28900000000004,2.2182000000000004,6,1,117.9,3,9,23,3,0.35714285714285715,<rdkit.Chem.rdchem.Mol object at 0x000001775E2301B0>
Drug 1869,COc1ccc2c(CBr)cc(=O)oc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584210>,269.094,2.6965000000000012,3,0,39.44,2,4,15,2,0.18181818181818182,<rdkit.Chem.rdchem.Mol object at 0x000001775E230210>
Drug 1870,Nc1ccc2nc3cc(N)ccc3nc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754584270>,210.24,1.9473999999999998,4,2,77.82,0,4,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E230270>
Drug 1871,CC(C)(C)c1c(N)ccc2c1Cc1ccccc1-2,0,<rdkit.Chem.rdchem.Mol object at 0x00000177545842D0>,237.34599999999998,4.137500000000003,1,1,26.02,0,1,18,3,0.29411764705882354,<rdkit.Chem.rdchem.Mol object at 0x000001775E2302D0>
Drug 1874,CN1CCc2c1ccc1ccc3ccc(O)cc3c21,1,<rdkit.Chem.rdchem.Mol object at 0x00000177545843F0>,249.313,3.690900000000002,2,1,23.47,0,2,19,4,0.17647058823529413,<rdkit.Chem.rdchem.Mol object at 0x000001775E230330>
Drug 1878,O=C(O)CCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584570>,384.59900000000005,2.4597999999999995,4,3,112.93000000000002,8,10,23,1,0.3076923076923077,<rdkit.Chem.rdchem.Mol object at 0x000001775E230390>
Drug 1881,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584690>,367.489,3.994200000000003,4,0,38.77,7,4,27,3,0.43478260869565216,<rdkit.Chem.rdchem.Mol object at 0x000001775E2303F0>
Drug 1883,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584750>,268.35599999999994,4.3480000000000025,2,2,40.46,2,2,20,3,0.3333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E230450>
Drug 1884,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177545847B0>,313.747,3.1887000000000016,7,0,58.4,7,9,18,1,0.7777777777777778,<rdkit.Chem.rdchem.Mol object at 0x000001775E2304B0>
Drug 1889,ONc1ccc(Oc2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754584990>,201.22500000000002,3.280000000000001,3,2,41.489999999999995,3,3,15,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E230510>
Drug 1891,Nc1ccc(-c2ccc(N)c(N)c2)cc1N,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754584A50>,214.27199999999996,1.6824000000000001,4,4,104.08,1,4,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E230570>
Drug 1893,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584B10>,395.4590000000002,2.5509000000000004,5,1,71.11,4,7,29,4,0.36363636363636365,<rdkit.Chem.rdchem.Mol object at 0x000001775E2305D0>
Drug 1895,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(=O)C12C,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584BD0>,390.5640000000002,4.686100000000005,3,2,74.6,4,4,28,4,0.9166666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E230630>
Drug 1897,C=CC(=O)OCC(C)(C)COC(=O)C=C,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584C90>,212.24499999999995,1.4709999999999999,4,0,52.6,6,4,15,0,0.45454545454545453,<rdkit.Chem.rdchem.Mol object at 0x000001775E230690>
Drug 1898,O=C1C=Cc2ccc3c(ccc4ccccc43)c2C1=O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754584CF0>,258.276,3.771600000000002,2,0,34.14,0,2,20,4,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2306F0>
Drug 1902,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@]3(C)[C@@H](O)[C@H]12,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584E70>,262.305,1.2462999999999997,4,1,63.60000000000001,0,4,19,3,0.6,<rdkit.Chem.rdchem.Mol object at 0x000001775E230750>
Drug 1903,Cc1ccc(S(=O)(=O)OC(C)C)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754584ED0>,214.286,2.10872,3,0,43.370000000000005,3,4,14,1,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001775E2307B0>
Drug 1904,Nc1cccc2nc3cccc(N)c3nc12,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584F30>,210.24,1.9474,4,2,77.82,0,4,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E230810>
Drug 1905,CN(C)CC[C@@H](c1ccccc1)c1ccccn1,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754584F90>,240.35000000000002,3.1652000000000013,2,0,16.130000000000003,5,2,18,2,0.3125,<rdkit.Chem.rdchem.Mol object at 0x000001775E230870>
Drug 1908,Nc1nc(-c2cc([N+](=O)[O-])cs2)cs1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C0F0>,227.27,2.362,6,1,82.05,2,7,14,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2308D0>
Drug 1909,O=C(O)/C(Cl)=C(/CCl)C(Cl)Cl,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C150>,237.89700000000002,2.6064000000000007,1,1,37.3,3,6,11,0,0.4,<rdkit.Chem.rdchem.Mol object at 0x000001775E230930>
Drug 1911,O=S(=O)(O)OCc1c2ccccc2cc2c1ccc1ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C210>,338.38400000000007,4.465600000000003,3,1,63.60000000000001,3,5,24,4,0.05263157894736842,<rdkit.Chem.rdchem.Mol object at 0x000001775E230990>
Drug 1912,O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C270>,309.104,3.1799999999999997,4,2,74.6,0,6,20,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2309F0>
Drug 1913,O=S(=O)(O)ONNCCc1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C2D0>,232.261,0.05770000000000031,5,3,87.66000000000001,6,7,15,1,0.25,<rdkit.Chem.rdchem.Mol object at 0x000001775E230A50>
Drug 1918,Cc1ccc2nc3c4c(ccc3c(C)c2c1)C(O)C(O)C=C4,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C4B0>,291.35,3.4259400000000024,3,2,53.35000000000001,0,3,22,4,0.21052631578947367,<rdkit.Chem.rdchem.Mol object at 0x000001775E230AB0>
Drug 1919,C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C510>,398.4740000000002,1.7583999999999995,8,4,97.56,4,8,30,5,0.18181818181818182,<rdkit.Chem.rdchem.Mol object at 0x000001775E230B10>
Drug 1920,COc1cc2ccnc3c2c(c1OC)-c1ccccc1C3=O,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C570>,291.30600000000004,3.463400000000002,4,0,48.42,2,4,22,4,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E230B70>
Drug 1922,O=C(/C=C/c1ccccc1)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459C630>,208.26000000000002,3.5827000000000018,1,0,17.07,3,1,16,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E230BD0>
Drug 1924,C#CCOCC[n+]1ccccc1/C=N/O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459C6F0>,205.23700000000002,0.43199999999999955,3,1,45.7,5,4,15,1,0.2727272727272727,<rdkit.Chem.rdchem.Mol object at 0x000001775E230C30>
Drug 1926,ClCCN(CCCl)CCCl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459C7B0>,204.528,2.0048,1,0,3.24,6,4,10,0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E230C90>
Drug 1927,O=[N+]([O-])c1ccc2[nH]c3ccccc3c2c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C810>,212.208,3.229300000000001,2,1,58.93,1,4,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E230CF0>
Drug 1930,CS(=O)(=O)N1C2c3ccccc3-c3ccccc3C21,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459C930>,271.34100000000007,2.7246000000000015,2,0,37.15,1,4,19,4,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E230D50>
Drug 1932,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459C9F0>,360.4500000000002,1.5575999999999999,5,3,94.83,2,5,26,4,0.7142857142857143,<rdkit.Chem.rdchem.Mol object at 0x000001775E230DB0>
Drug 1936,CC1C=C(C=O)C(C=O)C(O)C2CC(C)(C)CC12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459CB70>,250.33799999999997,1.9898,3,1,54.370000000000005,2,3,18,2,0.7333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E230E10>
Drug 1937,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459CBD0>,294.307,3.6199400000000033,5,0,103.35,3,7,21,1,0.5,<rdkit.Chem.rdchem.Mol object at 0x000001775E230E70>
Drug 1940,CCCCOC(=O)c1cccc2cccnc12,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459CCF0>,229.279,3.1917000000000018,3,0,39.19,4,3,17,2,0.2857142857142857,<rdkit.Chem.rdchem.Mol object at 0x000001775E230ED0>
Drug 1941,COc1ccc2c(c1)[nH]c1c(C)nccc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459CD50>,212.25199999999998,3.033120000000001,2,1,37.91,1,3,16,3,0.15384615384615385,<rdkit.Chem.rdchem.Mol object at 0x000001775E230F30>
Drug 1942,CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,1,<rdkit.Chem.rdchem.Mol object at 0x000001775459CDB0>,398.4520000000002,-0.7421000000000004,8,5,136.68,3,8,28,4,0.85,<rdkit.Chem.rdchem.Mol object at 0x000001775E230F90>
Drug 1943,Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459CE10>,361.4420000000001,3.7106000000000035,6,2,101.42,3,7,26,2,0.5263157894736842,<rdkit.Chem.rdchem.Mol object at 0x000001775E231030>
Drug 1944,CC(=O)Nc1cc2c(cc1O)-c1ccccc1C2,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459CE70>,239.27399999999997,2.9218,2,2,49.33,1,3,18,3,0.13333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E231090>
Drug 1946,C=C(C)C(=O)OCCCCCOC(=O)C(=C)C,0,<rdkit.Chem.rdchem.Mol object at 0x000001775459CF30>,240.29899999999992,2.3953000000000007,4,0,52.6,8,4,17,0,0.5384615384615384,<rdkit.Chem.rdchem.Mol object at 0x000001775E2310F0>
Drug 1948,CCCCCCCCCCCC[C@H]1CO1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775458B030>,212.37699999999995,4.696200000000004,1,0,12.53,11,1,15,1,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E231150>
Drug 1949,Cc1ccc(C(=O)n2ncc(Cl)c(Cl)c2=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775458B090>,283.11400000000003,2.5470200000000007,4,0,51.96,1,6,18,2,0.08333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2311B0>
Drug 1951,Cc1ccc(N)cc1N=Nc1cc(N)ccc1C,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458B150>,240.31,3.8832400000000007,4,2,76.75999999999999,2,4,18,2,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E231210>
Drug 1954,CCCCON(OC(C)=O)C(=O)c1ccc2ccccc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458B270>,301.342,3.4918000000000022,4,0,55.84,5,5,22,2,0.29411764705882354,<rdkit.Chem.rdchem.Mol object at 0x000001775E231270>
Drug 1956,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x000001775458B330>,265.914,4.04356,2,0,47.58,0,6,14,1,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2312D0>
Drug 1962,Cc1cc(C)c(S(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O,0,<rdkit.Chem.rdchem.Mol object at 0x000001775458B570>,436.46700000000016,4.071040000000003,7,3,153.68999999999997,4,11,29,3,0.1111111111111111,<rdkit.Chem.rdchem.Mol object at 0x000001775E231330>
Drug 1964,Nc1ccc(CCc2ccc(N)cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458B630>,212.29600000000002,2.6362000000000005,2,2,52.04,3,2,16,2,0.14285714285714285,<rdkit.Chem.rdchem.Mol object at 0x000001775E231390>
Drug 1967,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775458B750>,329.467,4.393600000000004,1,0,6.25,3,2,25,3,0.17391304347826086,<rdkit.Chem.rdchem.Mol object at 0x000001775E2313F0>
Drug 1968,Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775458B7B0>,344.37,1.0114000000000003,6,4,160.78,3,10,22,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E231450>
Drug 1971,O=CNc1nc(/C=C\c2ccc([N+](=O)[O-])o2)cs1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458B8D0>,265.25,2.383000000000001,6,1,98.27,5,8,18,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E2314B0>
Drug 1972,COC(=O)c1ccc([N+](=O)[O-])c2c(NCCCN(C)C)c3ccccc3nc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458B930>,382.4200000000001,3.4464000000000024,7,1,97.6,7,8,28,3,0.3,<rdkit.Chem.rdchem.Mol object at 0x000001775E231510>
Drug 1973,O=C1c2ccccc2C(=O)c2cc(CO)ccc21,0,<rdkit.Chem.rdchem.Mol object at 0x000001775458B990>,238.24199999999996,1.9543000000000001,3,1,54.370000000000005,1,3,18,3,0.06666666666666667,<rdkit.Chem.rdchem.Mol object at 0x000001775E231570>
Drug 1974,CCN(CC)c1ccc(N=Nc2cccnc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775458B9F0>,254.33700000000002,4.343200000000003,4,0,40.85,5,4,19,2,0.26666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E2315D0>
Drug 1980,Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458BC30>,230.223,2.9693000000000014,4,1,78.39,3,5,17,2,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E231630>
Drug 1981,O=C(O)CCC(=O)Nc1ccc(Cl)c(Cl)c1,0,<rdkit.Chem.rdchem.Mol object at 0x000001775458BC90>,262.092,2.7967000000000004,2,2,66.39999999999999,4,6,16,1,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E231690>
Drug 1984,Cc1cc(N(C)C)ccc1N=Nc1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458BDB0>,239.32200000000003,4.476420000000004,3,0,27.96,3,3,18,2,0.2,<rdkit.Chem.rdchem.Mol object at 0x000001775E2316F0>
Drug 1985,Nc1c2ccccc2nc2ccc(Cl)cc12,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458BE10>,228.682,3.6236000000000015,2,1,38.91,0,3,16,3,0.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E231750>
Drug 1986,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458BE70>,359.4010000000001,2.3156,5,1,65.78,4,7,26,4,0.47368421052631576,<rdkit.Chem.rdchem.Mol object at 0x000001775E2317B0>
Drug 1987,CCC(=O)N(O)c1ccc(/C=C/c2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x000001775458BED0>,267.328,3.989200000000002,2,1,40.540000000000006,4,3,20,2,0.11764705882352941,<rdkit.Chem.rdchem.Mol object at 0x000001775E231810>
Drug 1990,CC(=O)N(O)c1ccc(-c2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754587030>,227.263,3.0957000000000017,2,1,40.540000000000006,2,3,17,2,0.07142857142857142,<rdkit.Chem.rdchem.Mol object at 0x000001775E231870>
Drug 1991,CC1(C)CC2C=C(C=O)C34CC3(C(=O)OC4O)C2C1,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754587090>,262.305,1.4294,4,1,63.60000000000001,1,4,19,4,0.7333333333333333,<rdkit.Chem.rdchem.Mol object at 0x000001775E2318D0>
Drug 1993,CN(CCC#N)c1ccc(N=Nc2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754587150>,264.332,4.451880000000004,4,0,51.75,5,4,20,2,0.1875,<rdkit.Chem.rdchem.Mol object at 0x000001775E231930>
Drug 1994,CCCCCCC(C)(C)C(=O)OC[C@@H]1CO1,1,<rdkit.Chem.rdchem.Mol object at 0x00000177545871B0>,228.33199999999997,2.9250000000000016,3,0,38.83,8,3,16,1,0.9230769230769231,<rdkit.Chem.rdchem.Mol object at 0x000001775E231990>
Drug 1999,OC1C=Cc2c(ccc3nc4ccc5ccccc5c4cc23)C1O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754587390>,313.35600000000005,3.962300000000003,3,2,53.35000000000001,0,3,24,5,0.09523809523809523,<rdkit.Chem.rdchem.Mol object at 0x000001775E2319F0>
Drug 2000,CC[C@@]12O[C@]1(C(=O)OC)C(=O)O[C@H]2C,1,<rdkit.Chem.rdchem.Mol object at 0x00000177545873F0>,200.18999999999997,0.022499999999999964,5,0,65.13,2,5,14,2,0.7777777777777778,<rdkit.Chem.rdchem.Mol object at 0x000001775E231A50>
Drug 2002,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,1,<rdkit.Chem.rdchem.Mol object at 0x00000177545874B0>,286.74100000000004,-0.19039999999999968,5,1,99.15,7,10,17,0,0.8571428571428571,<rdkit.Chem.rdchem.Mol object at 0x000001775E231AB0>
Drug 2003,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754587510>,342.297,-5.395599999999993,11,8,189.52999999999997,5,11,23,2,1.0,<rdkit.Chem.rdchem.Mol object at 0x000001775E231B10>
Drug 2004,CCCCCCCCC/C=C/C[C@H]1CC(=O)OC1=O,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754587570>,266.381,4.163100000000004,3,0,43.370000000000005,10,3,19,1,0.75,<rdkit.Chem.rdchem.Mol object at 0x000001775E231B70>
Drug 2006,Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,1,<rdkit.Chem.rdchem.Mol object at 0x0000017754587630>,388.3400000000001,-0.4048000000000003,11,4,182.67999999999998,4,12,28,4,0.3125,<rdkit.Chem.rdchem.Mol object at 0x000001775E231BD0>
Drug 2008,COC(=O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OC)cccc13)OCO2,1,<rdkit.Chem.rdchem.Mol object at 0x00000177545876F0>,355.3020000000001,3.425100000000003,7,0,97.13000000000001,3,8,26,4,0.16666666666666666,<rdkit.Chem.rdchem.Mol object at 0x000001775E231C30>
Drug 2009,CC(=O)c1cc2c(cc1C)C(C)(C)[C@@H](C)C2(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x0000017754587750>,244.37799999999996,4.402520000000004,1,0,17.07,1,1,18,2,0.5882352941176471,<rdkit.Chem.rdchem.Mol object at 0x000001775E231C90>
Drug 2010,O=[N+]([O-])c1ccc(NC2OCC(O)C(O)C2O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x00000177545877B0>,270.241,-0.5543000000000009,7,4,125.09000000000002,3,8,19,2,0.45454545454545453,<rdkit.Chem.rdchem.Mol object at 0x000001775E231CF0>
